# CUDA_PROFILE_LOG_VERSION 1.6
# CUDA_PROFILE_CSV 1
# TIMESTAMPFACTOR fffff72f63c73648
# CUDA_DEVICE 0 Quadro FX 1700M
gpustarttimestamp,method,gputime,cputime,occupancy,gridSizeX,gridSizeY,blockSizeX,blockSizeY,blockSizeZ,dynSmemPerBlock,staSmemPerBlock,registerPerThread,streamID,memTransferSize,sm_cta_launched,branch,divergent_branch,instructions,warp_serialize,cta_launched,gld_incoherent,gld_coherent,gst_incoherent,gst_coherent,local_load,local_store,tlb_hit,tlb_miss
11a8dab625462ec0,_Z27perturb_particles_v3_kernelPf9particles,7274.53,7534,0.667,8192,1,256,1,1,0,80,12,0,,2048,67584,2048,2527280,0,4096,0,327680,0,1310720,0,327680,699,835
11a8dab625bbb3c0,_Z17init_array_kernelPff,643.328,940,1,8192,1,256,1,1,0,32,2,0,,2048,67584,2048,217119,0,4096,0,0,0,262144,0,0,0,254
11a8dab625cb7700,_Z18time_update_kernel9particlesff,4929.82,5117,0.667,8192,1,256,1,1,0,80,13,0,,2048,182272,2048,1527847,0,4096,0,327680,0,786432,0,327680,550,728
11a8dab6261c66a0,_Z32apply_azimuth_observation_kernel9particles11observation,4177.31,4349,1,8192,1,256,1,1,0,96,7,0,,2048,198656,2048,1757240,0,4096,0,196608,0,262144,0,196608,359,407
11a8dab62668bd00,memcpyHtoD,8.416,3,,,,,,,,,,0,4
11a8dab6266916e0,_ZN6thrust6detail6device4cuda6detail13reduce_n_smemINS_10device_ptrIfEEfNS_4plusIfEEEEvT_jPT0_T1_,393.92,581,1,8,1,384,1,1,1536,48,10,0,,2,17594,4,118234,0,4,0,65544,8,0,0,65544,106,152
11a8dab62674b580,_ZN6thrust6detail6device4cuda6detail13reduce_n_smemIPffNS_4plusIfEEEEvT_jPT0_T1_,15.008,192,0.042,1,1,32,1,1,128,48,10,0,,1,48,3,121,0,1,0,1,0,4,0,1,0,0
11a8dab6267ab1c0,memcpyDtoH,6.368,183,,,,,,,,,,0,4
11a8dab626832d40,_Z15multiply_kernelPff,1004.86,1186,1,8192,1,256,1,1,0,32,2,0,,2048,67584,2048,233494,0,4096,0,65536,0,262144,0,65536,81,174
11a8dab6269d7cc0,_ZN6thrust6detail6device4cuda6detail9fast_scan14scan_intervalsILj128ELj6ENS_10device_ptrIfEES7_NS_4plusIfEEEEvT1_jjT2_PNS_14iterator_valueISB_E4typeET3_,1825.38,2002,0.333,8,1,128,1,1,0,3664,27,0,,2,58214,688,398969,215627,4,4,65408,6,262660,0,65664,8,127
11a8dab626be5980,_ZN6thrust6detail6device4cuda6detail9fast_scan14scan_intervalsILj128ELj6EPfS6_NS_4plusIfEEEEvT1_jjT2_PNS_14iterator_valueISA_E4typeET3_,21.12,255,0.167,1,1,128,1,1,0,3664,27,0,,1,260,5,1172,0,0,0,0,2,4,0,1,0,0
11a8dab626c08a00,_ZN6thrust6detail6device4cuda6detail9fast_scan16inclusive_updateILj256ENS_10device_ptrIfEEfNS_4plusIfEEEEvT0_jjPT1_T2_,993.056,1024,1,8,1,256,1,1,0,48,6,0,,2,32674,2,163339,0,4,768,49248,0,196992,0,49248,6,112
